盛行風向 (度) - 南丫島
Prevailing Wind Direction (°) - Lamma Island
年/Year,月/Month,日/Day,數值/Value,數據完整性/data Completeness
2025,6,11,110,C
2025,6,12,110,C
2025,6,13,110,C
2025,6,14,130,C
2025,6,15,220,C
2025,6,16,230,C
2025,6,17,120,C
2025,6,18,130,C
2025,6,19,120,C
2025,6,20,120,C
2025,6,21,120,C
2025,6,22,220,C
2025,6,23,230,C
2025,6,24,230,C
2025,6,25,120,C
2025,6,26,120,C
2025,6,27,110,C
2025,6,28,120,C
2025,6,29,110,C
2025,6,30,110,C
2025,7,1,110,C
2025,7,2,110,C
2025,7,3,110,C
2025,7,4,100,C
2025,7,5,110,C
2025,7,6,230,C
2025,7,7,240,C
2025,7,8,240,C
2025,7,9,240,C
2025,7,10,340,C
2025,7,11,110,C
2025,7,12,110,C
2025,7,13,240,C
2025,7,14,230,C
2025,7,15,250,C
2025,7,16,240,C
2025,7,17,230,C
2025,7,18,130,C
2025,7,19,330,C
2025,7,20,120,C
2025,7,21,120,C
2025,7,22,110,C
2025,7,23,110,C
2025,7,24,320,C
2025,7,25,330,C
2025,7,26,230,C
2025,7,27,230,C
2025,7,28,240,C
2025,7,29,250,C
2025,7,30,240,C
2025,7,31,240,C
2025,8,1,230,C
2025,8,2,220,C
2025,8,3,220,C
2025,8,4,220,C
2025,8,5,130,C
2025,8,6,120,C
2025,8,7,120,C
2025,8,8,230,C
2025,8,9,240,C
2025,8,10,100,C
2025,8,11,230,C
2025,8,12,230,C
2025,8,13,250,C
2025,8,14,100,C
2025,8,15,110,C
2025,8,16,100,C
2025,8,17,110,C
2025,8,18,110,C
2025,8,19,110,C
2025,8,20,120,C
2025,8,21,230,C
2025,8,22,240,C
2025,8,23,100,C
2025,8,24,110,C
2025,8,25,110,C
2025,8,26,120,C
2025,8,27,110,C
2025,8,28,100,C
2025,8,29,110,C
2025,8,30,110,C
2025,8,31,110,C
2025,9,1,120,C
2025,9,2,110,C
2025,9,3,120,C
2025,9,4,110,C
2025,9,5,110,C
2025,9,6,110,C
2025,9,7,110,C
2025,9,8,160,C
2025,9,9,160,C
2025,9,10,120,C
2025,9,11,110,C
2025,9,12,100,C
2025,9,13,120,C
2025,9,14,110,C
2025,9,15,110,C
2025,9,16,110,C
2025,9,17,100,C
2025,9,18,100,C
2025,9,19,330,C
2025,9,20,110,C
2025,9,21,110,C
2025,9,22,340,C
2025,9,23,340,C
2025,9,24,010,#
2025,9,25,***,
2025,9,26,100,#
2025,9,27,100,C
2025,9,28,110,C
2025,9,29,120,C
2025,9,30,230,C
2025,10,1,230,C
2025,10,2,110,C
2025,10,3,110,C
2025,10,4,100,C
2025,10,5,120,C
2025,10,6,110,C
2025,10,7,110,C
2025,10,8,110,C
2025,10,9,110,C
2025,10,10,110,C
2025,10,11,110,C
2025,10,12,110,C
2025,10,13,110,C
2025,10,14,100,C
2025,10,15,110,C
2025,10,16,100,C
2025,10,17,100,C
2025,10,18,100,C
2025,10,19,110,C
2025,10,20,010,C
2025,10,21,360,C
2025,10,22,350,C
2025,10,23,350,C
2025,10,24,350,C
2025,10,25,010,C
2025,10,26,010,C
2025,10,27,350,C
2025,10,28,340,C
2025,10,29,090,C
2025,10,30,090,C
2025,10,31,340,C
2025,11,1,350,C
2025,11,2,110,C
2025,11,3,080,C
2025,11,4,350,C
2025,11,5,340,C
2025,11,6,090,C
2025,11,7,110,C
2025,11,8,110,C
2025,11,9,110,C
2025,11,10,340,C
2025,11,11,340,C
2025,11,12,340,C
2025,11,13,350,C
2025,11,14,340,C
2025,11,15,100,C
2025,11,16,110,C
2025,11,17,100,C
2025,11,18,350,C
2025,11,19,360,C
2025,11,20,010,C
2025,11,21,020,C
2025,11,22,100,C
2025,11,23,090,C
2025,11,24,100,C
2025,11,25,010,C
2025,11,26,020,C
2025,11,27,020,C
2025,11,28,110,C
2025,11,29,110,C
2025,11,30,090,C
2025,12,1,350,C
2025,12,2,110,C
2025,12,3,010,C
2025,12,4,100,C
2025,12,5,100,C
2025,12,6,100,C
2025,12,7,110,C
2025,12,8,360,C
2025,12,9,100,C
2025,12,10,340,C
2025,12,11,340,C
2025,12,12,100,C
2025,12,13,350,C
2025,12,14,340,C
2025,12,15,090,C
2025,12,16,100,C
2025,12,17,110,C
2025,12,18,110,C
2025,12,19,100,C
2025,12,20,090,C
2025,12,21,110,C
2025,12,22,100,C
2025,12,23,100,C
2025,12,24,110,C
2025,12,25,340,C
2025,12,26,010,C
2025,12,27,110,C
2025,12,28,110,C
2025,12,29,110,C
2025,12,30,110,C
2025,12,31,100,C
2026,1,1,110,C
2026,1,2,350,C
2026,1,3,100,C
2026,1,4,100,C
2026,1,5,340,C
2026,1,6,340,C
2026,1,7,350,C
2026,1,8,350,C
2026,1,9,020,C
2026,1,10,110,C
2026,1,11,110,C
2026,1,12,100,C
2026,1,13,110,C
2026,1,14,110,C
2026,1,15,110,C
2026,1,16,110,C
2026,1,17,110,C
2026,1,18,100,C
2026,1,19,110,C
2026,1,20,100,C
2026,1,21,340,C
2026,1,22,340,C
2026,1,23,340,C
2026,1,24,350,C
2026,1,25,100,C
2026,1,26,110,C
2026,1,27,330,C
2026,1,28,110,C
2026,1,29,110,C
2026,1,30,090,C
2026,1,31,340,C
2026,2,1,340,C
2026,2,2,350,C
2026,2,3,100,C
2026,2,4,100,C
2026,2,5,230,C
2026,2,6,110,C
2026,2,7,110,C
2026,2,8,360,C
2026,2,9,100,C
2026,2,10,110,C
2026,2,11,350,C
2026,2,12,090,C
2026,2,13,110,C
2026,2,14,120,C
2026,2,15,120,C
2026,2,16,120,C
2026,2,17,100,C
2026,2,18,100,C
2026,2,19,110,C
2026,2,20,220,C
2026,2,21,110,C
2026,2,22,110,C
2026,2,23,110,C
2026,2,24,110,C
2026,2,25,110,C
2026,2,26,100,C
2026,2,27,110,C
2026,2,28,100,C
2026,3,1,100,C
2026,3,2,120,C
2026,3,3,340,C
2026,3,4,360,C
2026,3,5,020,C
2026,3,6,340,C
2026,3,7,100,C
2026,3,8,100,C
2026,3,9,110,C
2026,3,10,080,C
2026,3,11,110,C
2026,3,12,110,#
2026,3,13,110,C
2026,3,14,100,C
2026,3,15,100,C
2026,3,16,110,C
2026,3,17,100,C
2026,3,18,110,C
2026,3,19,240,C
2026,3,20,100,C
2026,3,21,100,C
2026,3,22,110,C
2026,3,23,110,C
2026,3,24,110,C
2026,3,25,230,C
2026,3,26,110,C
2026,3,27,110,C
2026,3,28,100,C
2026,3,29,110,C
2026,3,30,120,C
2026,3,31,120,C

*** 沒有數據/unavailable
# 數據不完整/data incomplete
C 數據完整/data Complete
